"Pressure","Temperature","Salinity"
1,3.73499989509583,34.2540016174316
2,3.73799991607666,34.2599983215332
3,3.73900008201599,34.2610015869141
4,3.7409999370575,34.2669982910156
5,3.73600006103516,34.2589988708496
6,3.73699998855591,34.2599983215332
7,3.73600006103516,34.2569999694824
8,3.74200010299683,34.2709999084473
9,3.73600006103516,34.257999420166
10,3.73799991607666,34.2560005187988
11,3.78299999237061,34.3580017089844
12,3.83299994468689,34.5229988098145
13,3.83800005912781,34.5629997253418
14,3.83699989318848,34.568000793457
15,3.82999992370605,34.648998260498
16,3.80599999427795,34.757999420166
17,3.79200005531311,34.7779998779297
18,3.78999996185303,34.7869987487793
19,3.81399989128113,34.8120002746582
20,3.84599995613098,34.8199996948242
21,3.85800004005432,34.8600006103516
22,3.83299994468689,34.8650016784668
23,3.81500005722046,34.8660011291504
24,3.81699991226196,34.8699989318848
25,3.81399989128113,34.8769989013672
26,3.81200003623962,34.8790016174316
27,3.79200005531311,34.8790016174316
28,3.70900011062622,34.875
29,3.7039999961853,34.8769989013672
30,3.64199995994568,34.8759994506836
31,3.58200001716614,34.8730010986328
32,3.5460000038147,34.875
33,3.51200008392334,34.8839988708496
34,3.48399996757507,34.8899993896484
35,3.36800003051758,34.8880004882812
36,3.29699993133545,34.8849983215332
37,3.16499996185303,34.8839988708496
38,3.10599994659424,34.882999420166
39,3.09400010108948,34.8849983215332
40,3.09400010108948,34.8899993896484
41,3.10199999809265,34.898998260498
42,3.0789999961853,34.9020004272461
43,3.09400010108948,34.9070014953613
44,3.07599997520447,34.9099998474121
45,3.03500008583069,34.9140014648438
46,3.0090000629425,34.9160003662109
47,2.99200010299683,34.9169998168945
48,2.98099994659424,34.9189987182617
49,2.9539999961853,34.9199981689453
50,2.93300008773804,34.9220008850098
51,2.90300011634827,34.9230003356934
52,2.87400007247925,34.9249992370605
53,2.84999990463257,34.9259986877441
54,2.82399988174438,34.9259986877441
55,2.80100011825562,34.9269981384277
56,2.78699994087219,34.9280014038086
57,2.76399993896484,34.9290008544922
58,2.71300005912781,34.9300003051758
59,2.71099996566772,34.9309997558594
60,2.70499992370605,34.9309997558594
61,2.70099997520447,34.931999206543
62,2.69600009918213,34.9329986572266
63,2.68199992179871,34.931999206543
64,2.66499996185303,34.931999206543
65,2.65100002288818,34.931999206543
66,2.6470000743866,34.9309997558594
67,2.64199995994568,34.9309997558594
68,2.63499999046326,34.9300003051758
69,2.62400007247925,34.9300003051758
70,2.58800005912781,34.9300003051758
71,2.60400009155273,34.9329986572266
72,2.60800004005432,34.9339981079102
73,2.59299993515015,34.9339981079102
74,2.50699996948242,34.9269981384277
75,2.47199988365173,34.923999786377
76,2.46799993515015,34.9249992370605
77,2.46000003814697,34.9249992370605
78,2.45300006866455,34.9249992370605
79,2.44099998474121,34.9269981384277
80,2.4300000667572,34.9300003051758
81,2.43099999427795,34.931999206543
82,2.4300000667572,34.931999206543
83,2.43099999427795,34.9329986572266
84,2.43300008773804,34.9329986572266
85,2.4300000667572,34.9339981079102
86,2.41700005531311,34.9339981079102
87,2.39400005340576,34.9329986572266
88,2.38199996948242,34.9339981079102
89,2.36100006103516,34.9339981079102
90,2.33500003814697,34.9339981079102
91,2.3199999332428,34.9329986572266
92,2.30299997329712,34.931999206543
93,2.27500009536743,34.9300003051758
94,2.26699995994568,34.9300003051758
95,2.26300001144409,34.9300003051758
96,2.27699995040894,34.9339981079102
97,2.26999998092651,34.9339981079102
98,2.26500010490417,34.9339981079102
99,2.26200008392334,34.9339981079102
100,2.25600004196167,34.9339981079102
101,2.2409999370575,34.9339981079102
102,2.21600008010864,34.931999206543
103,2.20099997520447,34.9309997558594
104,2.19099998474121,34.9300003051758
105,2.17600011825562,34.9290008544922
106,2.13499999046326,34.9259986877441
107,2.10999989509583,34.923999786377
108,2.09100008010864,34.9220008850098
109,2.07100009918213,34.9210014343262
110,2.06399989128113,34.9199981689453
111,2.1029999256134,34.9259986877441
112,2.10599994659424,34.9269981384277
113,2.09899997711182,34.9259986877441
114,2.09500002861023,34.9259986877441
115,2.09200000762939,34.9259986877441
116,2.08800005912781,34.9259986877441
117,2.08200001716614,34.9259986877441
118,2.08500003814697,34.9269981384277
119,2.09299993515015,34.9290008544922
120,2.08999991416931,34.9290008544922
121,2.08899998664856,34.9290008544922
122,2.08500003814697,34.9290008544922
123,2.05399990081787,34.9269981384277
124,2.0220000743866,34.923999786377
125,2.01900005340576,34.923999786377
126,2.02099990844727,34.923999786377
127,2.02600002288818,34.9249992370605
128,2.02699995040894,34.9249992370605
129,2.03600001335144,34.9259986877441
130,2.04099988937378,34.9249992370605
131,2.05999994277954,34.9300003051758
132,2.08200001716614,34.9329986572266
133,2.08400011062622,34.9339981079102
134,2.08699989318848,34.9339981079102
135,2.09299993515015,34.935001373291
136,2.09699988365173,34.9360008239746
137,2.09899997711182,34.9360008239746
138,2.09800004959106,34.9370002746582
139,2.09999990463257,34.9370002746582
140,2.1010000705719,34.9379997253418
141,2.09899997711182,34.9379997253418
142,2.09500002861023,34.9379997253418
143,2.09400010108948,34.9379997253418
144,2.09400010108948,34.9379997253418
145,2.10199999809265,34.9389991760254
146,2.1010000705719,34.9389991760254
147,2.09500002861023,34.9389991760254
148,2.08200001716614,34.9379997253418
149,2.07800006866455,34.9379997253418
150,2.07599997520447,34.9379997253418
151,2.07599997520447,34.9379997253418
152,2.07200002670288,34.9379997253418
153,2.06599998474121,34.9379997253418
154,2.06399989128113,34.9379997253418
155,2.06299996376038,34.9379997253418
156,2.06500005722046,34.9389991760254
157,2.06500005722046,34.9389991760254
158,2.06299996376038,34.9389991760254
159,2.05800008773804,34.9389991760254
160,2.04099988937378,34.9379997253418
161,2.03200006484985,34.9379997253418
162,2.02800011634827,34.9379997253418
163,2.02699995040894,34.9379997253418
164,2.02600002288818,34.9379997253418
165,2.0220000743866,34.9379997253418
166,2.01300001144409,34.9379997253418
167,2.00999999046326,34.9379997253418
168,2.0090000629425,34.9379997253418
169,2.00699996948242,34.9379997253418
170,2.00200009346008,34.9379997253418
171,1.99800002574921,34.9379997253418
172,1.99399995803833,34.9379997253418
173,1.99000000953674,34.9379997253418
174,1.98599994182587,34.9379997253418
175,1.97899997234344,34.9370002746582
176,1.97399997711182,34.9370002746582
177,1.97099995613098,34.9370002746582
178,1.96800005435944,34.9370002746582
179,1.96599996089935,34.9370002746582
180,1.96200001239777,34.9360008239746
181,1.95700001716614,34.9360008239746
182,1.94500005245209,34.9360008239746
183,1.93299996852875,34.935001373291
184,1.92400002479553,34.9339981079102
185,1.9190000295639,34.9339981079102
186,1.91600000858307,34.9339981079102
187,1.90699994564056,34.9339981079102
188,1.89999997615814,34.9329986572266
189,1.89300000667572,34.9329986572266
190,1.88699996471405,34.9329986572266
191,1.88300001621246,34.9329986572266
192,1.88100004196167,34.9329986572266
193,1.87899994850159,34.9329986572266
194,1.87600004673004,34.9329986572266
195,1.87300002574921,34.9329986572266
196,1.86800003051758,34.9329986572266
197,1.86600005626678,34.9329986572266
198,1.86300003528595,34.9329986572266
199,1.85800004005432,34.9329986572266
200,1.85300004482269,34.9329986572266
201,1.85099995136261,34.9329986572266
202,1.84800004959106,34.9329986572266
203,1.84700000286102,34.9329986572266
204,1.84700000286102,34.9329986572266
205,1.84599995613098,34.9329986572266
206,1.84500002861023,34.9339981079102
207,1.84500002861023,34.9339981079102
208,1.84399998188019,34.9329986572266
209,1.84399998188019,34.9329986572266
210,1.84300005435944,34.9339981079102
211,1.84300005435944,34.9339981079102
212,1.84200000762939,34.9339981079102
213,1.84200000762939,34.9339981079102
214,1.8400000333786,34.9339981079102
215,1.83700001239777,34.9339981079102
216,1.83399999141693,34.9339981079102
217,1.83200001716614,34.9339981079102
218,1.83000004291534,34.9339981079102
219,1.82299995422363,34.9339981079102
220,1.82000005245209,34.9329986572266
221,1.817999958992,34.9329986572266
222,1.81500005722046,34.9329986572266
223,1.80799996852875,34.9329986572266
224,1.80400002002716,34.9329986572266
225,1.79799997806549,34.9329986572266
226,1.7940000295639,34.9329986572266
227,1.79200005531311,34.9329986572266
228,1.78999996185303,34.9329986572266
229,1.78900003433228,34.9329986572266
230,1.78799998760223,34.9329986572266
231,1.78699994087219,34.9329986572266
232,1.78299999237061,34.9329986572266
233,1.77900004386902,34.9329986572266
234,1.77600002288818,34.9329986572266
235,1.77199995517731,34.931999206543
236,1.76999998092651,34.931999206543
237,1.76699995994568,34.931999206543
238,1.76300001144409,34.931999206543
239,1.7610000371933,34.931999206543
240,1.75699996948242,34.931999206543
241,1.75100004673004,34.9309997558594
242,1.74399995803833,34.9309997558594
243,1.74000000953674,34.9309997558594
244,1.7389999628067,34.9309997558594
245,1.73599994182587,34.9309997558594
246,1.73099994659424,34.9300003051758
247,1.72699999809265,34.9300003051758
248,1.72300004959106,34.9300003051758
249,1.72000002861023,34.9300003051758
250,1.7150000333786,34.9300003051758
251,1.70200002193451,34.9290008544922
252,1.692999958992,34.9280014038086
253,1.69400000572205,34.9290008544922
254,1.692999958992,34.9280014038086
255,1.69099998474121,34.9280014038086
256,1.68499994277954,34.9280014038086
257,1.67299997806549,34.9280014038086
258,1.66700005531311,34.9280014038086
259,1.66299998760223,34.9280014038086
260,1.66199994087219,34.9280014038086
261,1.66199994087219,34.9280014038086
262,1.66100001335144,34.9280014038086
263,1.65699994564056,34.9269981384277
264,1.64800000190735,34.9280014038086
265,1.64400005340576,34.9269981384277
266,1.64199995994568,34.9269981384277
267,1.62800002098083,34.9269981384277
268,1.62199997901917,34.9269981384277
269,1.61899995803833,34.9269981384277
270,1.61300003528595,34.9269981384277
271,1.61000001430511,34.9259986877441
272,1.59700000286102,34.9259986877441
273,1.5900000333786,34.9249992370605
274,1.58700001239777,34.9249992370605
275,1.58500003814697,34.9249992370605
276,1.5809999704361,34.9249992370605
277,1.57599997520447,34.9249992370605
278,1.56700003147125,34.9249992370605
279,1.56400001049042,34.9249992370605
280,1.55799996852875,34.923999786377
281,1.53999996185303,34.923999786377
282,1.53100001811981,34.923999786377
283,1.52499997615814,34.9230003356934
284,1.52300000190735,34.9230003356934
285,1.51600003242493,34.9230003356934
286,1.51199996471405,34.9230003356934
287,1.50699996948242,34.9230003356934
288,1.50399994850159,34.9230003356934
289,1.50300002098083,34.9230003356934
290,1.49600005149841,34.9230003356934
291,1.46899998188019,34.9220008850098
292,1.44200003147125,34.9210014343262
293,1.43099999427795,34.9199981689453
294,1.40799999237061,34.9199981689453
295,1.38499999046326,34.9189987182617
296,1.36099994182587,34.9179992675781
297,1.33200001716614,34.9169998168945
298,1.31900000572205,34.9169998168945
299,1.30299997329712,34.9160003662109
300,1.29700005054474,34.9160003662109
301,1.29499995708466,34.9160003662109
302,1.28999996185303,34.9160003662109
303,1.28600001335144,34.9160003662109
304,1.28699994087219,34.9160003662109
305,1.28600001335144,34.9160003662109
306,1.28600001335144,34.9160003662109
307,1.28600001335144,34.9160003662109
308,1.28699994087219,34.9160003662109
309,1.28699994087219,34.9160003662109
310,1.28600001335144,34.9160003662109
311,1.28699994087219,34.9160003662109
312,1.28699994087219,34.9160003662109
313,1.28799998760223,34.9160003662109
314,1.28799998760223,34.9160003662109
315,1.28699994087219,34.9160003662109
316,1.28699994087219,34.9160003662109
317,1.28699994087219,34.9160003662109
318,1.28699994087219,34.9160003662109
319,1.28699994087219,34.9160003662109
320,1.28699994087219,34.9160003662109
